N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,CODE
1478.0,신한 USD K200 선물 바이셀 ETN,6310.0,0.0,0.00%,0.0,126.0,2000.0,0.0,0.0,,,500002
1479.0,TIGER 200동일가중,10950.0,0.0,0.00%,0.0,126.0,1150.0,0.0,0.0,,,252000
1480.0,TRUE 인버스 은 선물 ETN,12520.0,25.0,-0.20%,0.0,125.0,1000.0,0.0,3.0,,,570058
1481.0,KB 레버리지 KOSPI 200 선물 ETN,25035.0,445.0,+1.81%,0.0,125.0,500.0,0.0,2.0,,,580039
1482.0,KODEX 구리선물(H),7295.0,130.0,+1.81%,0.0,124.0,1700.0,0.0,7077.0,,,138910
1483.0,KB 레버리지 KOSDAQ 150 선물 ETN,24770.0,140.0,+0.57%,0.0,124.0,500.0,0.0,33106.0,,,580043
1484.0,TRUE 레버리지 유로스탁스50 ETN(H) B,12370.0,265.0,+2.19%,0.0,124.0,1000.0,0.0,234.0,,,570054
1485.0,메리츠 인버스 2X 미국채30년 ETN(H),12360.0,215.0,-1.71%,0.0,124.0,1000.0,0.0,245.0,,,610040
1486.0,TRUE 인버스 베트남 VN30 선물 ETN(H),12340.0,75.0,-0.60%,0.0,123.0,1000.0,0.0,202.0,,,570064
1487.0,TIGER 200 철강소재,8430.0,50.0,+0.60%,0.0,123.0,1460.0,0.0,9437.0,,,139240
1488.0,삼성 인버스 HSCEI ETN(H),12250.0,0.0,0.00%,0.0,122.0,1000.0,0.0,0.0,,,530074
1489.0,JW중외제약2우B,61000.0,100.0,-0.16%,2500.0,122.0,200.0,0.12,18.0,118.22,,001067
1490.0,KODEX 200exTOP,11075.0,0.0,0.00%,0.0,122.0,1100.0,0.0,0.0,,,337150
1491.0,ARIRANG 200선물인버스2X,5665.0,60.0,-1.05%,0.0,122.0,2150.0,0.09,11249.0,,,253160
1492.0,신한 인버스 옥수수 선물 ETN(H),6075.0,60.0,-0.98%,0.0,122.0,2000.0,0.0,197.0,,,500014
1493.0,HANARO 글로벌탄소배출권선물ICE(합성),12140.0,85.0,-0.70%,0.0,121.0,1000.0,0.0,5151.0,,,401590
1494.0,KODEX KRX300레버리지,12130.0,120.0,+1.00%,0.0,121.0,1000.0,0.47,920.0,,,306950
1495.0,신한 FnGuide 메타버스 ETN,6055.0,130.0,+2.19%,0.0,121.0,2000.0,0.0,16486.0,,,500059
1496.0,ARIRANG 고배당주채권혼합,10980.0,60.0,-0.54%,0.0,121.0,1100.0,0.0,3676.0,,,251600
1497.0,메리츠 대표 농산물 선물 ETN(H),12065.0,50.0,+0.42%,0.0,121.0,1000.0,0.0,5.0,,,610034
1498.0,TIGER 유로스탁스레버리지(합성 H),9270.0,175.0,+1.92%,0.0,121.0,1300.0,0.0,1309.0,,,225050
1499.0,신한 인버스 2X 미국달러 선물 ETN,6010.0,75.0,+1.26%,0.0,120.0,2000.0,0.0,1078.0,,,500036
1500.0,KODEX 미국클린에너지나스닥,9235.0,55.0,+0.60%,0.0,120.0,1300.0,5.47,10448.0,,,419420
1501.0,삼성 인버스 2X HSCEI ETN(H),11970.0,105.0,-0.87%,0.0,120.0,1000.0,0.0,56.0,,,530076
1502.0,DB하이텍1우,106000.0,20000.0,+23.26%,5000.0,119.0,112.0,1.07,15553.0,7.76,,000995
1503.0,메리츠 인버스 미국채10년 ETN(H),11905.0,25.0,-0.21%,0.0,119.0,1000.0,0.0,2.0,,,610024
1504.0,KOSEF 국고채10년레버리지,107505.0,705.0,+0.66%,0.0,118.0,110.0,0.0,208.0,,,167860
1505.0,SK증권우,3000.0,40.0,+1.35%,500.0,117.0,3913.0,0.52,6635.0,272.73,,001515
1506.0,TIGER LG그룹+펀더멘털,9310.0,155.0,+1.69%,0.0,117.0,1260.0,0.0,26857.0,,,138530
1507.0,신한 인버스 콩 선물 ETN(H),5860.0,5.0,+0.09%,0.0,117.0,2000.0,0.0,275.0,,,500024
1508.0,신한 달러인덱스 선물 ETN(H),11710.0,60.0,-0.51%,0.0,117.0,1000.0,0.0,10.0,,,500011
1509.0,KOSEF 코스닥150,5570.0,80.0,+1.46%,0.0,117.0,2100.0,0.0,261.0,,,316670
1510.0,ACE 글로벌메타버스테크액티브,6880.0,50.0,+0.73%,0.0,117.0,1700.0,0.21,16381.0,,,411050
1511.0,미래에셋 인버스 2X 옥수수 선물 ETN,11685.0,200.0,-1.68%,0.0,117.0,1000.0,0.0,5010.0,,,520047
1512.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),11625.0,65.0,-0.56%,0.0,116.0,1000.0,0.0,55.0,,,610036
1513.0,TIGER 로우볼,12060.0,25.0,-0.21%,0.0,116.0,960.0,0.0,328.0,,,174350
1514.0,삼성 인버스 코스피 200 선물 ETN,11535.0,145.0,-1.24%,0.0,115.0,1000.0,0.0,2115.0,,,530092
1515.0,넥센우,3195.0,10.0,+0.31%,500.0,115.0,3601.0,13.65,84.0,12.94,,005725
1516.0,KOSEF 미국S&P500,10435.0,75.0,+0.72%,0.0,115.0,1100.0,0.0,3150.0,,,449770
1517.0,메리츠 인버스 미국채30년 ETN(H),11450.0,0.0,0.00%,0.0,114.0,1000.0,0.0,0.0,,,610039
1518.0,ARIRANG 200선물레버리지,28600.0,360.0,+1.27%,0.0,114.0,400.0,7.26,531.0,,,253150
1519.0,대신 S&P500 VIX S/T 선물 ETN,11410.0,605.0,-5.04%,0.0,114.0,1000.0,0.0,12739.0,,,510025
1520.0,TRUE S&P500 양매도 4% OTM ETN(H),11405.0,0.0,0.00%,0.0,114.0,1000.0,0.0,0.0,,,570049
1521.0,신한 블룸버그 2X 천연가스 선물 ETN(H),2275.0,165.0,-6.76%,0.0,114.0,5000.0,0.0,641655.0,,,500073
1522.0,TRUE 금 선물 ETN,11330.0,0.0,0.00%,0.0,113.0,1000.0,0.0,0.0,,,570055
1523.0,삼성 인버스 항셍테크 ETN(H),11325.0,20.0,+0.18%,0.0,113.0,1000.0,0.0,2821.0,,,530080
1524.0,KB S&P 유럽탄소배출권 선물 ETN(H),11320.0,5.0,+0.04%,0.0,113.0,1000.0,0.0,115.0,,,580035
1525.0,대신 2X 철광석 선물 ETN(H),11280.0,240.0,+2.17%,0.0,113.0,1000.0,0.0,663.0,,,510017
1526.0,에셋플러스 코리아대장장이액티브,10245.0,50.0,+0.49%,0.0,113.0,1100.0,0.0,2917.0,,,442090
1527.0,ACE 골드선물 레버리지(합성 H),16020.0,90.0,+0.56%,0.0,112.0,700.0,0.0,1694.0,,,225130
1528.0,하나 인버스 코스닥150 선물 ETN,11175.0,145.0,-1.28%,0.0,112.0,1000.0,0.0,63.0,,,700008
1529.0,TRUE 인버스 금 선물 ETN,11155.0,45.0,-0.40%,0.0,112.0,1000.0,0.0,10.0,,,570056
1530.0,삼성 인버스 코스닥 150 선물 ETN,11140.0,135.0,-1.20%,0.0,111.0,1000.0,0.0,377.0,,,530094
1531.0,한국ANKOR유전,159.0,7.0,+4.61%,0.0,111.0,70020.0,0.0,2435030.0,,,152550
1532.0,SOL 코스닥150,10910.0,105.0,+0.97%,0.0,111.0,1020.0,0.0,38.0,,,450910
1533.0,ACE 일본TOPIX레버리지(H),22230.0,315.0,+1.44%,0.0,111.0,500.0,0.0,4072.0,,,196030
1534.0,삼양사우,30000.0,300.0,+1.01%,5000.0,111.0,370.0,6.36,255.0,7.37,,145995
1535.0,SOL 국고채3년,102120.0,60.0,+0.06%,0.0,110.0,108.0,0.0,49.0,,,438560
1536.0,메리츠 인버스 2X 국채10년 ETN,10985.0,50.0,-0.45%,0.0,110.0,1000.0,0.0,7.0,,,610021
1537.0,KBSTAR 국채선물5년추종,48125.0,170.0,+0.35%,0.0,110.0,228.0,0.0,8.0,,,397420
1538.0,TIGER 은행,7105.0,205.0,-2.80%,0.0,109.0,1540.0,0.0,19732.0,,,091220
1539.0,FOCUS ESG리더스,9945.0,5.0,+0.05%,0.0,109.0,1100.0,0.0,1491.0,,,285690
1540.0,TRUE 유로스탁스50 양매도 5% OTM ETN(H),10935.0,0.0,0.00%,0.0,109.0,1000.0,0.0,0.0,,,570048
1541.0,파워 코스피100,24850.0,20.0,+0.08%,0.0,109.0,440.0,0.0,44.0,,,140950
1542.0,신한 인버스 구리 선물 ETN(H),5450.0,55.0,-1.00%,0.0,109.0,2000.0,0.0,79.0,,,500008
1543.0,메리츠 레버리지 국채5년 ETN,10900.0,20.0,+0.18%,0.0,109.0,1000.0,0.0,2.0,,,610050
1544.0,KB 인버스 2X 항셍테크 선물 ETN,10870.0,10.0,+0.09%,0.0,109.0,1000.0,0.0,3086.0,,,580019
1545.0,KODEX 미국나스닥100선물인버스(H),12015.0,220.0,-1.80%,0.0,108.0,900.0,3.34,55891.0,,,409810
1546.0,TRUE FnGuide IoT ETN,10800.0,210.0,+1.98%,0.0,108.0,1000.0,0.0,2.0,,,570080
1547.0,KODEX Fn K-뉴딜디지털플러스,9000.0,45.0,+0.50%,0.0,108.0,1200.0,0.0,4439.0,,,368680
1548.0,JW중외제약우,33100.0,300.0,+0.91%,2500.0,108.0,326.0,0.02,17.0,64.15,,001065
1549.0,하나 인버스 2X 옥수수 선물 ETN(H),10755.0,145.0,-1.33%,0.0,108.0,1000.0,0.0,469.0,,,700012
1550.0,신한 레버리지 Russell 2000 ETN,10755.0,225.0,+2.14%,0.0,108.0,1000.0,0.0,1001.0,,,500056
1551.0,코리아써키트2우B,13700.0,590.0,-4.13%,500.0,107.0,784.0,0.0,457031.0,4.26,,00781K
1552.0,TIGER KRX300,15315.0,150.0,+0.99%,0.0,107.0,700.0,0.0,2.0,,,292160
1553.0,TRUE 인버스 HSCEI ETN(H) B,10695.0,5.0,-0.05%,0.0,107.0,1000.0,0.0,217.0,,,570028
1554.0,SOL KRX300,15270.0,140.0,+0.93%,0.0,107.0,700.0,0.0,10001.0,,,292500
1555.0,메리츠 인버스 국채10년 ETN,10660.0,10.0,-0.09%,0.0,107.0,1000.0,0.0,2.0,,,610020
1556.0,KB KRX ESG Eco ETN,10655.0,55.0,+0.52%,0.0,107.0,1000.0,0.0,2.0,,,580013
1557.0,TIGER 일본TOPIX(합성 H),16600.0,20.0,+0.12%,0.0,106.0,640.0,0.0,27.0,,,195920
1558.0,ACE 글로벌브랜드TOP10블룸버그,10615.0,105.0,+1.00%,0.0,106.0,1000.0,0.0,749363.0,,,435040
1559.0,KODEX 200동일가중,10575.0,95.0,+0.91%,0.0,106.0,1000.0,0.0,31.0,,,252650
1560.0,태양금속우,3200.0,40.0,-1.23%,500.0,106.0,3300.0,0.04,100731.0,-16.0,,004105
1561.0,KODEX KTOP30,17570.0,200.0,+1.15%,0.0,105.0,600.0,0.0,377.0,,,229720
1562.0,QV US 500 월간레버리지 ETN(H),21035.0,0.0,0.00%,0.0,105.0,500.0,0.0,0.0,,,550076
1563.0,메리츠 국채5년 ETN,10500.0,0.0,0.00%,0.0,105.0,1000.0,0.0,0.0,,,610049
1564.0,KODEX 혁신기술테마액티브,11630.0,20.0,+0.17%,0.0,105.0,900.0,0.0,565.0,,,364690
1565.0,TIGER 글로벌사이버보안INDXX,9020.0,20.0,+0.22%,0.0,105.0,1160.0,8.4,8876.0,,,418670
1566.0,메리츠 레버리지 국채3년 ETN,10445.0,5.0,+0.05%,0.0,104.0,1000.0,0.0,2.0,,,610046
1567.0,메리츠 인버스 은 선물 ETN(H),10435.0,0.0,0.00%,0.0,104.0,1000.0,0.0,0.0,,,610015
1568.0,ACE 멕시코MSCI(합성),13020.0,335.0,+2.64%,0.0,104.0,800.0,0.0,622.0,,,291130
1569.0,대신 알루미늄 선물 ETN(H),10400.0,75.0,-0.72%,0.0,104.0,1000.0,0.0,268.0,,,510014
1570.0,삼성 인버스 은 선물 ETN(H),10385.0,0.0,0.00%,0.0,104.0,1000.0,0.0,738.0,,,530090
1571.0,신한 인버스 2X 은 선물 ETN(H),2075.0,5.0,-0.24%,0.0,104.0,5000.0,0.0,5848.0,,,500030
1572.0,KTOP 코스피50,23035.0,50.0,+0.22%,0.0,104.0,450.0,0.0,371.0,,,168300
1573.0,KBSTAR 배터리 리사이클링iSelect,10790.0,45.0,+0.42%,0.0,104.0,960.0,0.0,43791.0,,,446700
1574.0,KOSEF 물가채KIS,103470.0,345.0,+0.33%,0.0,103.0,100.0,0.0,30.0,,,430500
1575.0,FOCUS AI코리아액티브,10850.0,130.0,+1.21%,0.0,103.0,950.0,0.0,2294.0,,,448570
1576.0,미래에셋 FnGuide 부산엑스포 추가수익 ETN,10300.0,0.0,0.00%,0.0,103.0,1000.0,0.0,0.0,,,520060
1577.0,QV S&P500 버퍼10% 6월 ETN(H),10285.0,0.0,0.00%,0.0,103.0,1000.0,0.0,0.0,,,550078
1578.0,메리츠 국채3년 ETN,10285.0,0.0,0.00%,0.0,103.0,1000.0,0.0,0.0,,,610045
1579.0,KB 블룸버그 레버리지 천연가스선물 ETN(H),2285.0,165.0,-6.73%,0.0,103.0,4500.0,0.0,291983.0,,,580045
1580.0,메리츠 인버스 구리 선물 ETN(H),10265.0,0.0,0.00%,0.0,103.0,1000.0,0.0,0.0,,,610027
1581.0,대신 인버스 밀 선물 ETN(H),10240.0,5.0,-0.05%,0.0,102.0,1000.0,0.0,3.0,,,510024
1582.0,TIGER 한중전기차(합성),10740.0,5.0,+0.05%,0.0,102.0,950.0,0.0,3807.0,,,449680
1583.0,TRUE 레버리지 베트남 VN30 선물 ETN(H),10200.0,110.0,+1.09%,0.0,102.0,1000.0,0.0,11710.0,,,570065
1584.0,QV iSelect-WG 그린에너지 ESG ETN,10195.0,0.0,0.00%,0.0,102.0,1000.0,0.0,0.0,,,550073
1585.0,KBSTAR 미국고정배당우선증권ICE TR,10190.0,40.0,-0.39%,0.0,102.0,1000.0,0.0,7269.0,,,354240
1586.0,KODEX 미국스마트모빌리티S&P,6350.0,20.0,+0.32%,0.0,102.0,1600.0,0.0,2428.0,,,390400
1587.0,삼성 금 선물 ETN(H),10145.0,30.0,-0.29%,0.0,101.0,1000.0,0.0,258.0,,,530083
1588.0,삼성 인버스 구리 선물 ETN(H),10135.0,85.0,-0.83%,0.0,101.0,1000.0,0.0,3.0,,,530096
1589.0,메리츠 3X 레버리지 국채5년 ETN,20255.0,130.0,+0.65%,0.0,101.0,500.0,0.0,10.0,,,610057
1590.0,하나 iSelect-WG 탄소중립 ESG ETN,10125.0,0.0,0.00%,0.0,101.0,1000.0,0.0,0.0,,,700021
1591.0,메리츠 금 선물 ETN(H),10125.0,0.0,0.00%,0.0,101.0,1000.0,0.0,0.0,,,610011
1592.0,메리츠 3X 레버리지 국채3년 ETN,20240.0,20.0,+0.10%,0.0,101.0,500.0,0.0,177.0,,,610055
1593.0,QV S&P500 버퍼10% 12월 ETN(H),10120.0,0.0,0.00%,0.0,101.0,1000.0,0.0,0.0,,,550079
1594.0,메리츠 3X 레버리지 국채10년 ETN,20205.0,320.0,+1.61%,0.0,101.0,500.0,0.0,64.0,,,610059
1595.0,TRUE 구리 선물 ETN,10090.0,0.0,0.00%,0.0,101.0,1000.0,0.0,0.0,,,570071
1596.0,SOL 24-06 국고채액티브,100840.0,55.0,+0.05%,0.0,101.0,100.0,0.0,51.0,,,449540
1597.0,KBSTAR KRX300,15500.0,145.0,+0.94%,0.0,101.0,650.0,0.0,11.0,,,292050
1598.0,삼성 인버스 나스닥 100 ETN(H),10025.0,185.0,-1.81%,0.0,100.0,1000.0,0.0,1119.0,,,530078
1599.0,KODEX TDF2030액티브,10530.0,50.0,+0.48%,0.0,100.0,950.0,0.0,821.0,,,433970
1600.0,SOL 차이나태양광CSI(합성),8330.0,15.0,-0.18%,0.0,100.0,1200.0,0.0,2756.0,,,413220
1601.0,KODEX Fn웹툰&드라마,5860.0,5.0,-0.09%,0.0,100.0,1700.0,0.0,27547.0,,,395150
1602.0,성신양회우,13530.0,30.0,+0.22%,5000.0,100.0,736.0,0.89,5239.0,24.03,,004985
1603.0,SOL 차이나육성산업액티브(합성),7650.0,80.0,+1.06%,0.0,99.0,1300.0,0.0,2288.0,,,415760
1604.0,메리츠 인버스 3X 국채5년 ETN,19885.0,50.0,-0.25%,0.0,99.0,500.0,0.0,2.0,,,610058
1605.0,메리츠 인버스 3X 국채3년 ETN,19875.0,20.0,-0.10%,0.0,99.0,500.0,0.0,2.0,,,610056
1606.0,KOSEF 미국달러선물인버스,9360.0,55.0,+0.59%,0.0,99.0,1060.0,0.0,336.0,,,139660
1607.0,메리츠 인버스 3X 국채10년 ETN,19795.0,90.0,-0.45%,0.0,99.0,500.0,0.0,2.0,,,610060
1608.0,삼성 인버스 금 선물 ETN(H),9860.0,40.0,+0.41%,0.0,99.0,1000.0,0.0,2.0,,,530084
1609.0,KB 레버리지 금 선물 ETN(H),19600.0,45.0,+0.23%,0.0,98.0,500.0,0.0,15.0,,,580022
1610.0,QV S&P500 버퍼10% 3월 ETN(H),9755.0,0.0,0.00%,0.0,98.0,1000.0,0.0,0.0,,,550077
1611.0,일양약품우,21900.0,550.0,+2.58%,2500.0,97.0,445.0,0.26,149.0,20.11,,007575
1612.0,KODEX 일본TOPIX100,16220.0,90.0,+0.56%,0.0,97.0,600.0,0.0,2340.0,,,101280
1613.0,TRUE 인버스 2X S&P500 선물 ETN(H),1945.0,55.0,-2.75%,0.0,97.0,5000.0,0.0,18698.0,,,570023
1614.0,에셋플러스 글로벌대장장이액티브,10345.0,95.0,+0.93%,0.0,97.0,940.0,0.0,3269.0,,,433220
1615.0,QV S&P500 VIX S/T 선물 ETN C,4855.0,250.0,-4.90%,0.0,97.0,2000.0,0.0,4443.0,,,550060
1616.0,KB 레버리지 나스닥 100 ETN,9705.0,280.0,+2.97%,0.0,97.0,1000.0,0.0,2873.0,,,580015
1617.0,메리츠 인버스 2X 국채3년 ETN,9685.0,0.0,0.00%,0.0,97.0,1000.0,0.0,0.0,,,610048
1618.0,메리츠 인버스 국채5년 ETN,9685.0,0.0,0.00%,0.0,97.0,1000.0,0.0,2.0,,,610051
1619.0,신한 인버스 은 선물 ETN(H),4830.0,20.0,-0.41%,0.0,97.0,2000.0,0.0,1033.0,,,500007
1620.0,ACE 원자력테마딥서치,10715.0,65.0,+0.61%,0.0,96.0,900.0,0.05,8123.0,,,433500
1621.0,미래에셋 인도네시아 Top5 ETN,9635.0,15.0,-0.16%,0.0,96.0,1000.0,0.0,20445.0,,,520061
1622.0,TRUE 블룸버그 인도네시아 대표원자재 ETN,9610.0,110.0,+1.16%,0.0,96.0,1000.0,0.0,1.0,,,570085
1623.0,마이다스 KoreaStock액티브,18305.0,115.0,+0.63%,0.0,96.0,525.0,0.0,22.0,,,403790
1624.0,HANARO 탄소효율그린뉴딜,8005.0,40.0,+0.50%,0.0,96.0,1200.0,0.0,123.0,,,375760
1625.0,덕성우,6900.0,80.0,-1.15%,500.0,96.0,1392.0,1.47,27131.0,19.6,,004835
1626.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,9595.0,60.0,-0.62%,0.0,96.0,1000.0,0.0,135566.0,,,520062
1627.0,KODEX 미국S&P바이오(합성),23515.0,190.0,-0.80%,0.0,95.0,406.0,0.0,501.0,,,185680
1628.0,신한 인버스 Russell 2000 ETN,9485.0,185.0,-1.91%,0.0,95.0,1000.0,0.0,22.0,,,500055
1629.0,태영건설우,7240.0,60.0,+0.84%,500.0,94.0,1302.0,1.13,1081.0,5.98,,009415
1630.0,삼성 FnGuide 웹 3.0 ETN,9405.0,85.0,-0.90%,0.0,94.0,1000.0,0.0,2.0,,,530101
1631.0,크라운제과우,12150.0,310.0,-2.49%,200.0,94.0,774.0,1.13,11844.0,6.5,,26490K
1632.0,KODEX MSCI Korea,15625.0,160.0,+1.03%,0.0,94.0,600.0,0.0,39.0,,,156080
1633.0,ACE 미국IT인터넷S&P(합성 H),11685.0,145.0,+1.26%,0.0,93.0,800.0,0.0,4428.0,,,280320
1634.0,삼성 구리 선물 ETN(H),9340.0,60.0,+0.65%,0.0,93.0,1000.0,0.0,1.0,,,530095
1635.0,메리츠 구리 선물 ETN(H),9305.0,0.0,0.00%,0.0,93.0,1000.0,0.0,0.0,,,610026
1636.0,KB 인버스 2X 은 선물 ETN(H),18600.0,255.0,-1.35%,0.0,93.0,500.0,0.0,331.0,,,580027
1637.0,KB 인버스 2X S&P 500 선물 ETN,9285.0,340.0,-3.53%,0.0,93.0,1000.0,0.0,1443.0,,,580017
1638.0,메리츠 인버스 2X 국채5년 ETN,9275.0,10.0,-0.11%,0.0,93.0,1000.0,0.0,2.0,,,610052
1639.0,KOSEF KRX100,5135.0,30.0,+0.59%,0.0,92.0,1800.0,0.0,1143.0,,,100910
1640.0,남선알미우,30000.0,1050.0,+3.63%,500.0,92.0,308.0,0.23,3316.0,112.78,,008355
1641.0,KB 인버스 2X 구리 선물 ETN(H),18470.0,315.0,-1.68%,0.0,92.0,500.0,0.0,267.0,,,580033
1642.0,KB FnGuide 언택트 ETN,9235.0,50.0,-0.54%,0.0,92.0,1000.0,0.0,4.0,,,580011
1643.0,KOSEF 고배당,9235.0,75.0,-0.81%,0.0,92.0,1000.0,0.0,37898.0,,,104530
1644.0,KB 인버스 2X 금 선물 ETN(H),18430.0,75.0,+0.41%,0.0,92.0,500.0,0.0,16.0,,,580023
1645.0,삼성 인버스 China A50 선물 ETN(H),9215.0,35.0,+0.38%,0.0,92.0,1000.0,0.0,16.0,,,530002
1646.0,TIGER 미국나스닥넥스트100,10800.0,250.0,+2.37%,0.0,92.0,850.0,7.94,14302.0,,,429010
1647.0,WOORI AI ESG액티브,8335.0,80.0,+0.97%,0.0,92.0,1100.0,0.0,116.0,,,413930
1648.0,하나 인버스 2X 콩 선물 ETN(H),9145.0,45.0,+0.49%,0.0,91.0,1000.0,0.0,220.0,,,700014
1649.0,미래에셋 인버스 에너지화학 Core5 ETN,4555.0,0.0,0.00%,0.0,91.0,2000.0,0.0,0.0,,,520007
1650.0,TIGER 미국S&P500선물인버스(H),3875.0,55.0,-1.40%,0.0,91.0,2350.0,0.0,27505.0,,,225030
1651.0,KOSEF 200선물인버스2X,2805.0,35.0,-1.23%,0.0,91.0,3240.0,0.0,124115.0,,,253230
1652.0,ARIRANG KRX300,15130.0,55.0,+0.36%,0.0,91.0,600.0,0.0,100.0,,,292750
1653.0,TIGER 한중반도체(합성),10675.0,45.0,+0.42%,0.0,91.0,850.0,0.0,567.0,,,449690
1654.0,TRUE 은 선물 ETN,9040.0,35.0,+0.39%,0.0,90.0,1000.0,0.0,1.0,,,570057
1655.0,메리츠 인버스 3X 국채30년 ETN,45115.0,1665.0,-3.56%,0.0,90.0,200.0,0.0,4207.0,,,610062
1656.0,대신 2X 알루미늄 선물 ETN(H),9000.0,165.0,-1.80%,0.0,90.0,1000.0,0.0,1343.0,,,510020
1657.0,ARIRANG 미국S&P500,9980.0,80.0,+0.81%,0.0,90.0,900.0,0.0,605.0,,,429760
1658.0,TRUE 블룸버그 WTI원유 선물 ETN,8980.0,5.0,+0.06%,0.0,90.0,1000.0,0.0,2.0,,,570077
1659.0,삼성 블룸버그 WTI원유 선물 ETN,8975.0,5.0,+0.06%,0.0,90.0,1000.0,0.0,2.0,,,530098
1660.0,ACE 코스피,25625.0,155.0,+0.61%,0.0,90.0,350.0,0.0,276.0,,,305050
1661.0,TIGER 코스닥150바이오테크,7100.0,100.0,+1.43%,0.0,89.0,1260.0,0.0,8331.0,,,261070
1662.0,메리츠 레버리지 국채10년 ETN,8935.0,55.0,+0.62%,0.0,89.0,1000.0,0.0,220.0,,,610019
1663.0,ACE 엔비디아채권혼합블룸버그,11140.0,75.0,+0.68%,0.0,89.0,800.0,0.0,18068.0,,,448540
1664.0,TREX 펀더멘탈 200,35595.0,90.0,+0.25%,0.0,89.0,250.0,0.08,6.0,,,145850
1665.0,삼성 나스닥 100 ETN(H),8895.0,170.0,+1.95%,0.0,89.0,1000.0,0.0,481.0,,,530077
1666.0,KODEX 콩선물(H),14800.0,10.0,-0.07%,0.0,89.0,600.0,0.0,630.0,,,138920
1667.0,ARIRANG 우량회사채50 1년,110690.0,15.0,-0.01%,0.0,89.0,80.0,0.0,288.0,,,239660
1668.0,삼성 KRX 리츠 TOP10 월배당 ETN,8855.0,15.0,-0.17%,0.0,89.0,1000.0,0.0,194.0,,,530103
1669.0,TIGER 이머징마켓MSCI레버리지(합성 H),7750.0,95.0,+1.24%,0.0,88.0,1140.0,0.0,389.0,,,225060
1670.0,KOSEF Fn중소형,20995.0,105.0,+0.50%,0.0,88.0,420.0,0.0,100.0,,,331910
1671.0,삼성 인버스 2X 금 선물 ETN(H),8805.0,35.0,+0.40%,0.0,88.0,1000.0,0.0,2191.0,,,530056
1672.0,삼성 KRX 2차전지 K-뉴딜 ETN,8790.0,10.0,+0.11%,0.0,88.0,1000.0,0.0,11587.0,,,530087
1673.0,메리츠 은 선물 ETN(H),8765.0,0.0,0.00%,0.0,88.0,1000.0,0.0,0.0,,,610014
1674.0,KODEX 한중전기차(합성),10940.0,0.0,0.00%,0.0,88.0,800.0,0.0,356.0,,,450180
1675.0,메리츠 미국채30년 ETN(H),8745.0,75.0,+0.87%,0.0,87.0,1000.0,0.0,1119.0,,,610037
1676.0,삼성 은 선물 ETN(H),8725.0,0.0,0.00%,0.0,87.0,1000.0,0.0,0.0,,,530089
1677.0,삼성 S&P500 VIX S/T 선물 ETN(H) C,4335.0,200.0,-4.41%,0.0,87.0,2000.0,0.0,38352.0,,,530072
1678.0,ACE 중장기국공채액티브,97380.0,55.0,+0.06%,0.0,87.0,89.0,0.0,20.0,,,272910
1679.0,메리츠 CSI 300 ETN,8655.0,0.0,0.00%,0.0,87.0,1000.0,0.0,0.0,,,610032
1680.0,대상홀딩스우,9460.0,80.0,+0.85%,1000.0,86.0,913.0,0.49,5889.0,7.61,,084695
1681.0,TRUE 플래티넘 선물 ETN,8610.0,0.0,0.00%,0.0,86.0,1000.0,0.0,0.0,,,570052
1682.0,TIMEFOLIO 미국나스닥100액티브,9770.0,70.0,+0.72%,0.0,86.0,880.0,0.0,54.0,,,426030
1683.0,KBSTAR KRX300레버리지,12265.0,190.0,+1.57%,0.0,86.0,700.0,0.0,333.0,,,307010
1684.0,ACE 미국달러단기채권액티브,9530.0,45.0,-0.47%,0.0,86.0,900.0,0.0,37544.0,,,440650
1685.0,신한 인버스 달러인덱스 선물 ETN(H),8575.0,0.0,0.00%,0.0,86.0,1000.0,0.0,140.0,,,500012
1686.0,KOSEF 차이나A50커넥트레버리지MSCI(합성H),11410.0,65.0,-0.57%,0.0,86.0,750.0,0.01,700.0,,,445930
1687.0,KOSEF 미국S&P500(H),10690.0,160.0,+1.52%,0.0,86.0,800.0,0.0,172156.0,,,449780
1688.0,ACE 싱가포르리츠,12215.0,140.0,+1.16%,0.0,86.0,700.0,0.02,11911.0,,,316300
1689.0,TIMEFOLIO 미국S&P500액티브,9935.0,90.0,+0.91%,0.0,85.0,860.0,0.0,127.0,,,426020
1690.0,KBSTAR 미국빅데이터Top3채권혼합iSelect,10595.0,40.0,+0.38%,0.0,85.0,800.0,0.0,3335.0,,,449580
1691.0,TIGER S&P글로벌인프라(합성),12000.0,35.0,+0.29%,0.0,84.0,700.0,0.0,68.0,,,269370
1692.0,TIGER 우선주,11320.0,100.0,+0.89%,0.0,84.0,740.0,0.0,3308.0,,,261140
1693.0,TREX 200,33505.0,195.0,+0.59%,0.0,84.0,250.0,0.0,31.0,,,108590
1694.0,KB 천연가스 선물 ETN(H),8355.0,315.0,-3.63%,0.0,84.0,1000.0,0.0,109881.0,,,580020
1695.0,계양전기우,5950.0,0.0,0.00%,500.0,83.0,1400.0,1.8,0.0,-15.41,,012205
1696.0,대신 천연가스 선물 ETN(H),8325.0,285.0,-3.31%,0.0,83.0,1000.0,0.0,9052.0,,,510016
